 10/09/1812 Fri 04:35:32  255456ec42 "toward her."
 10/10/1812 Sat 03:03:45  646644438a "CHAPTER XIV"
 10/10/1812 Sat 03:06:06  e9edec50f1 "Morning came with its cares and bustle. Everyone got up and began"
 10/10/1812 Sat 03:08:13  ee8abe0530 "to move about and talk, dressmakers came again. Márya Dmítrievna"
 10/10/1812 Sat 03:09:32  da0ba5a8ae "appeared, and they were called to breakfast. Natásha kept looking"
 10/10/1812 Sat 03:10:31  39ec512fa4 "uneasily at everybody with wide-open eyes, as if wishing to intercept"
 10/10/1812 Sat 03:11:58  1bbcc0a474 "every glance directed toward her, and tried to appear the same as usual."
 10/10/1812 Sat 03:12:48  ff5ea0676c "After breakfast, which was her best time, Márya Dmítrievna sat down in"
 10/10/1812 Sat 03:13:50  8a1d8bba1d "her armchair and called Natásha and the count to her."
 10/10/1812 Sat 03:15:24  911183cf7f "“Well, friends, I have now thought the whole matter over and this is"
 10/10/1812 Sat 03:17:52  c0deace001 "my advice,” she began. “Yesterday, as you know, I went to see Prince"
 10/10/1812 Sat 03:18:27  792dce5d06 "Bolkónski. Well, I had a talk with him.... He took it into his head to"
 10/10/1812 Sat 03:19:14  9ecfa21abf "begin shouting, but I am not one to be shouted down. I said what I had"
 10/10/1812 Sat 03:20:56  c0deace001 "to say!”"
 10/10/1812 Sat 03:22:55  9991fe14ef "“Well, and he?” asked the count."
 10/10/1812 Sat 03:24:45  efed343171 "“He? He’s crazy... he did not want to listen. But what’s the use"
 10/10/1812 Sat 03:26:28  c0deace001 "of talking? As it is we have worn the poor girl out,” said Márya"
 10/10/1812 Sat 03:28:14  c0deace001 "Dmítrievna. “My advice to you is finish your business and go back"
 10/10/1812 Sat 03:29:16  4192c2c961 "home to Otrádnoe... and wait there.”"
 10/10/1812 Sat 03:30:32  bf4badad9e "“Oh, no!” exclaimed Natásha."
 10/10/1812 Sat 03:31:47  7de2c02a49 "“Yes, go back,” said Márya Dmítrievna, “and wait there. If your"
 10/10/1812 Sat 03:33:18  29c677ab7d "betrothed comes here now—there will be no avoiding a quarrel; but"
 10/10/1812 Sat 03:35:00  f66a53a89f "alone with the old man he will talk things over and then come on to"
 10/10/1812 Sat 03:36:08  7f6651519b "you.”"
 10/10/1812 Sat 03:36:52  7c64e1f337 "Count Rostóv approved of this suggestion, appreciating its"
 10/10/1812 Sat 03:38:13  4d93b0b0af "reasonableness. If the old man came round it would be all the better to"
 10/10/1812 Sat 03:39:09  cc68096301 "visit him in Moscow or at Bald Hills later on; and if not, the wedding,"
 10/10/1812 Sat 03:41:09  58e0a7dee4 "against his wishes, could only be arranged at Otrádnoe."
 10/10/1812 Sat 03:43:17  f4ecbaab98 "“That is perfectly true. And I am sorry I went to see him and took"
 10/10/1812 Sat 03:44:05  732a908437 "her,” said the old count."
 10/10/1812 Sat 03:45:43  fd76508cbd "“No, why be sorry? Being here, you had to pay your respects. But if he"
 10/10/1812 Sat 03:46:41  2fa1d4940f "won’t—that’s his affair,” said Márya Dmítrievna, looking for"
 10/10/1812 Sat 03:47:50  a71598fa51 "something in her reticule. “Besides, the trousseau is ready, so there"
 10/10/1812 Sat 03:50:17  daadb3f247 "is nothing to wait for; and what is not ready I’ll send after you."
 10/10/1812 Sat 03:51:27  f37acd3dd9 "Though I don’t like letting you go, it is the best way. So go, with"
 10/10/1812 Sat 03:53:08  47e0e5094e "God’s blessing!”"
 10/10/1812 Sat 03:54:39  6512a395af "Having found what she was looking for in the reticule she handed it to"
 10/10/1812 Sat 03:55:39  cc3095a2a2 "Natásha. It was a letter from Princess Mary."
 10/10/1812 Sat 03:56:53  62cc9522de "“She has written to you. How she torments herself, poor thing! She’s"
 10/10/1812 Sat 03:58:21  14fc349c8c "afraid you might think that she does not like you.”"
 10/10/1812 Sat 03:59:31  29ccdd9e66 "“But she doesn’t like me,” said Natásha."
 10/10/1812 Sat 04:01:58  52b6163346 "“Don’t talk nonsense!” cried Márya Dmítrievna."
 10/10/1812 Sat 04:03:22  08480dcc11 "“I shan’t believe anyone, I know she doesn’t like me,” replied"
 10/10/1812 Sat 04:04:01  aa118d5223 "Natásha boldly as she took the letter, and her face expressed a cold"
 10/10/1812 Sat 04:05:48  76c80acd9d "and angry resolution that caused Márya Dmítrievna to look at her more"
 10/10/1812 Sat 04:06:25  a83bbe2787 "intently and to frown."
 10/10/1812 Sat 04:08:53  8f1764a8ed "“Don’t answer like that, my good girl!” she said. “What I say is"
 10/10/1812 Sat 04:09:56  7599ccc771 "true! Write an answer!”"
 10/10/1812 Sat 04:10:52  82b574e3be "Natásha did not reply and went to her own room to read Princess"
 10/10/1812 Sat 04:11:53  297f728fea "Mary’s letter."
 10/10/1812 Sat 04:13:34  69253cacf8 "Princess Mary wrote that she was in despair at the misunderstanding that"
 10/10/1812 Sat 04:15:15  9facc3eda6 "had occurred between them. Whatever her father’s feelings might be,"
 10/10/1812 Sat 04:17:09  97e5c7f8c8 "she begged Natásha to believe that she could not help loving her as"
 10/10/1812 Sat 04:18:03  e6d9e6de6e "the one chosen by her brother, for whose happiness she was ready to"
 10/10/1812 Sat 04:20:22  490bdbd33b "sacrifice everything."
 10/10/1812 Sat 04:22:22  c0deace001 "“Do not think, however,” she wrote, “that my father is"
 10/10/1812 Sat 04:23:00  906dcedc21 "ill-disposed toward you. He is an invalid and an old man who must be"
 10/10/1812 Sat 04:24:22  6021e508a8 "forgiven; but he is good and magnanimous and will love her who makes his"
 10/10/1812 Sat 04:25:38  655f5d19c4 "son happy.” Princess Mary went on to ask Natásha to fix a time when"
 10/10/1812 Sat 04:26:26  b3bf80c31c "she could see her again."
 10/10/1812 Sat 04:28:48  411562a9d0 "After reading the letter Natásha sat down at the writing table"
 10/10/1812 Sat 04:30:32  7fcab2eb7b "to answer it. “Dear Princess,” she wrote in French quickly and"
 10/10/1812 Sat 04:31:59  e6197be408 "mechanically, and then paused. What more could she write after all that"
 10/10/1812 Sat 04:34:18  c072e7a0a3 "had happened the evening before? “Yes, yes! All that has happened, and"
 10/10/1812 Sat 04:36:34  90e7cf779c "now all is changed,” she thought as she sat with the letter she had"
 10/10/1812 Sat 04:37:05  e742149676 "begun before her. “Must I break off with him? Must I really? That’s"
 10/10/1812 Sat 04:38:18  eec2f5f68b "awful...” and to escape from these dreadful thoughts she went to"
 10/10/1812 Sat 04:38:56  59f9bc6e5b "Sónya and began sorting patterns with her."
 10/10/1812 Sat 04:40:11  9025a2af5c "After dinner Natásha went to her room and again took up Princess"
 10/10/1812 Sat 04:42:14  723f2e49bd "Mary’s letter. “Can it be that it is all over?” she thought."
 10/10/1812 Sat 04:43:32  8d9b9caecf "“Can it be that all this has happened so quickly and has destroyed all"
 10/10/1812 Sat 04:44:44  4db96afa32 "that went before?” She recalled her love for Prince Andrew in all its"
 10/10/1812 Sat 04:45:33  c0deace001 "former strength, and at the same time felt that she loved Kurágin. She"
 10/10/1812 Sat 04:47:55  04733893be "vividly pictured herself as Prince Andrew’s wife, and the scenes of"
 10/10/1812 Sat 04:48:52  810fca17ab "happiness with him she had so often repeated in her imagination, and"
 10/10/1812 Sat 04:50:10  e7741b9501 "at the same time, aglow with excitement, recalled every detail of"
 10/10/1812 Sat 04:50:57  e4db4dc4b0 "yesterday’s interview with Anatole."
 10/10/1812 Sat 04:52:12  b0017bd972 "“Why could that not be as well?” she sometimes asked herself in"
 10/10/1812 Sat 04:53:53  3c5f84c09a "complete bewilderment. “Only so could I be completely happy; but now I"
 10/10/1812 Sat 04:55:44  c0deace001 "have to choose, and I can’t be happy without either of them. Only,”"
 10/10/1812 Sat 04:56:41  d863a77b7a "she thought, “to tell Prince Andrew what has happened or to hide"
 10/10/1812 Sat 04:58:56  3ffad3f799 "it from him are both equally impossible. But with that one nothing is"
 10/10/1812 Sat 05:01:03  066ad96160 "spoiled. But am I really to abandon forever the joy of Prince Andrew’s"
 10/10/1812 Sat 05:03:22  69e9826978 "love, in which I have lived so long?”"
 10/10/1812 Sat 05:04:44  ce2674af92 "“Please, Miss!” whispered a maid entering the room with a mysterious"
 10/10/1812 Sat 05:06:59  083fd4fd51 "air. “A man told me to give you this—” and she handed Natásha a"
 10/10/1812 Sat 05:08:10  32797ca0f0 "letter."
 10/10/1812 Sat 05:10:18  68e7605fc1 "“Only, for Christ’s sake...” the girl went on, as Natásha,"
 10/10/1812 Sat 05:12:43  034707059e "without thinking, mechanically broke the seal and read a love letter"
 10/10/1812 Sat 05:13:47  4161a446c1 "from Anatole, of which, without taking in a word, she understood only"
 10/10/1812 Sat 05:15:01  b893eb8b1a "that it was a letter from him—from the man she loved. Yes, she loved"
 10/10/1812 Sat 05:16:24  2c0a5a2eb5 "him, or else how could that have happened which had happened? And how"
 10/10/1812 Sat 05:17:09  4097fcf694 "could she have a love letter from him in her hand?"
 10/10/1812 Sat 05:18:01  855f8d049e "With trembling hands Natásha held that passionate love letter which"
 10/10/1812 Sat 05:19:25  8cbdd19498 "Dólokhov had composed for Anatole, and as she read it she found in it"
 10/10/1812 Sat 05:20:45  5a6f1b01a9 "an echo of all that she herself imagined she was feeling."
 10/10/1812 Sat 05:21:46  ad19cff9bc "“Since yesterday evening my fate has been sealed; to be loved by you"
 10/10/1812 Sat 05:23:55  11f6d37c76 "or to die. There is no other way for me,” the letter began. Then he"
 10/10/1812 Sat 05:24:49  bdeb97d018 "went on to say that he knew her parents would not give her to him—for"
 10/10/1812 Sat 05:26:30  9d52747b1e "this there were secret reasons he could reveal only to her—but that if"
 10/10/1812 Sat 05:27:14  c67319fc8b "she loved him she need only say the word yes, and no human power could"
 10/10/1812 Sat 05:28:27  361fc28483 "hinder their bliss. Love would conquer all. He would steal her away and"
 10/10/1812 Sat 05:28:58  1e17cb30e1 "carry her off to the ends of the earth."
 10/10/1812 Sat 05:31:26  e3e5e1a1c0 "“Yes, yes! I love him!” thought Natásha, reading the letter for the"
 10/10/1812 Sat 05:32:58  936fe3ca7d "twentieth time and finding some peculiarly deep meaning in each word of"
 10/10/1812 Sat 05:34:09  fe5943364a "it."
 10/10/1812 Sat 05:34:46  4a0b4a6ec3 "That evening Márya Dmítrievna was going to the Akhárovs’ and"
 10/10/1812 Sat 05:37:03  d8ede4e225 "proposed to take the girls with her. Natásha, pleading a headache,"
 10/10/1812 Sat 05:39:25  984a2f9814 "remained at home."
 10/10/1812 Sat 05:41:23  8537721c46 "CHAPTER XV"
 10/10/1812 Sat 05:43:28  0344d5b37b "On returning late in the evening Sónya went to Natásha’s room, and"
 10/10/1812 Sat 05:44:17  dc64ae3741 "to her surprise found her still dressed and asleep on the sofa. Open on"
 10/10/1812 Sat 05:46:00  7e4ce370e6 "the table, beside her lay Anatole’s letter. Sónya picked it up and"
 10/10/1812 Sat 05:47:43  c0deace001 "read it."
 10/10/1812 Sat 05:50:11  a8256a2541 "As she read she glanced at the sleeping Natásha, trying to find in her"
 10/10/1812 Sat 05:51:31  c227335029 "face an explanation of what she was reading, but did not find it. Her"
 10/10/1812 Sat 05:52:42  b634454550 "face was calm, gentle, and happy. Clutching her breast to keep herself"
 10/10/1812 Sat 05:54:48  733a6f2d41 "from choking, Sónya, pale and trembling with fear and agitation, sat"
 10/10/1812 Sat 05:56:04  613edbe487 "down in an armchair and burst into tears."
 10/10/1812 Sat 05:57:49  3a1ea7df86 "“How was it I noticed nothing? How could it go so far? Can she have"
 10/10/1812 Sat 05:58:32  70b45a949f "left off loving Prince Andrew? And how could she let Kurágin go to"
 10/10/1812 Sat 06:00:33  35b5a6f38d "such lengths? He is a deceiver and a villain, that’s plain! What will"
 10/10/1812 Sat 06:02:26  6ce07b6686 "Nicholas, dear noble Nicholas, do when he hears of it? So this is"
 10/10/1812 Sat 06:03:31  e3feeee2ce "the meaning of her excited, resolute, unnatural look the day before"
 10/10/1812 Sat 06:04:18  5904aaca53 "yesterday, yesterday, and today,” thought Sónya. “But it can’t be"
 10/10/1812 Sat 06:05:01  c978a6a560 "that she loves him! She probably opened the letter without knowing who"
 10/10/1812 Sat 06:06:29  112ea3f0dc "it was from. Probably she is offended by it. She could not do such a"
 10/10/1812 Sat 06:08:47  2245c19482 "thing!”"
 10/10/1812 Sat 06:09:46  0880012417 "Sónya wiped away her tears and went up to Natásha, again scanning her"
 10/10/1812 Sat 06:10:26  874def470c "face."
 10/10/1812 Sat 06:10:58  5cb353c126 "“Natásha!” she said, just audibly."
 10/10/1812 Sat 06:12:33  4b7848a58a "Natásha awoke and saw Sónya."
 10/10/1812 Sat 06:13:06  4d08ad5222 "“Ah, you’re back?”"
 10/10/1812 Sat 06:15:28  d07e91b0f8 "And with the decision and tenderness that often come at the moment of"
 10/10/1812 Sat 06:16:05  df3d1b3f8c "awakening, she embraced her friend, but noticing Sónya’s look of"
 10/10/1812 Sat 06:17:19  0d1ccbd42d "embarrassment, her own face expressed confusion and suspicion."
 10/10/1812 Sat 06:17:49  079a1fef08 "“Sónya, you’ve read that letter?” she demanded."
 10/10/1812 Sat 06:20:06  ba0988d74a "“Yes,” answered Sónya softly."
 10/10/1812 Sat 06:21:04  5d6d84b9f9 "Natásha smiled rapturously."
 10/10/1812 Sat 06:23:02  86950f1d33 "“No, Sónya, I can’t any longer!” she said. “I can’t hide it"
 10/10/1812 Sat 06:24:46  b1024d91ff "from you any longer. You know, we love one another! Sónya, darling, he"
 10/10/1812 Sat 06:25:55  a0c47bac5a "writes... Sónya...”"
 10/10/1812 Sat 06:26:59  317dbd9de4 "Sónya stared open-eyed at Natásha, unable to believe her ears."
 10/10/1812 Sat 06:27:56  db208cea33 "“And Bolkónski?” she asked."
 10/10/1812 Sat 06:29:05  9db6d604cf "“Ah, Sónya, if you only knew how happy I am!” cried Natásha."
 10/10/1812 Sat 06:30:07  7c6b81ea54 "“You don’t know what love is....”"
 10/10/1812 Sat 06:31:47  36549efd7e "“But, Natásha, can that be all over?”"
 10/10/1812 Sat 06:33:37  0682c178a2 "Natásha looked at Sónya with wide-open eyes as if she could not grasp"
 10/10/1812 Sat 06:34:07  1f9aaa94f4 "the question."
 10/10/1812 Sat 06:36:25  8f974fe97c "“Well, then, are you refusing Prince Andrew?” said Sónya."
 10/10/1812 Sat 06:37:23  cfe6a59327 "“Oh, you don’t understand anything! Don’t talk nonsense, just"
 10/10/1812 Sat 06:38:06  e1ff932e7b "listen!” said Natásha, with momentary vexation."
 10/10/1812 Sat 06:39:55  86156e21f7 "“But I can’t believe it,” insisted Sónya. “I don’t"
 10/10/1812 Sat 06:42:16  cbb733bfb8 "understand. How is it you have loved a man for a whole year and"
 10/10/1812 Sat 06:43:27  7df8af12c3 "suddenly... Why, you have only seen him three times! Natásha, I don’t"
 10/10/1812 Sat 06:45:33  94d0a207b1 "believe you, you’re joking! In three days to forget everything and"
 10/10/1812 Sat 06:46:07  ea88da30ed "so...”"
 10/10/1812 Sat 06:48:08  3370d8e41b "“Three days?” said Natásha. “It seems to me I’ve loved him a"
 10/10/1812 Sat 06:49:54  42862a7a73 "hundred years. It seems to me that I have never loved anyone before. You"
 10/10/1812 Sat 06:50:50  c0deace001 "can’t understand it.... Sónya, wait a bit, sit here,” and Natásha"
 10/10/1812 Sat 06:52:31  f55535f2d8 "embraced and kissed her."
